FMID,MarketName,Website,Facebook,Twitter,Youtube,OtherMedia,street,city,County,State,zip,Season1Date,Season1Time,Season2Date,Season2Time,Season3Date,Season3Time,Season4Date,Season4Time,x,y,Location,updateTime
1004035,Metamora Farmers Market,,,,,,On the Square in Metamora,Metamora,Woodford,Illinois,61548,,,,,,,,,-89.3629,40.7913,,2009
1004038,Warren County Farmers Market,http://www.warrengrowers.com,,,,,Corner of Macon St. and Bragg St.,Warrenton,Warren,North Carolina,27589,04/01/2012 to 10/31/2012,Sat: 8:00 AM-12:00 PM;,,,,,,,-78.154571,36.398125,,6/30/2016 11:10
1004044,Metro Health Farm Market,http://www.metrohealth.net/livehealthy/farm-market/,,,,,5900 Byron Center Ave,Wyoming,Kent,Michigan,49519,May to October,Thu:9:00 AM - 2:00 PM;,,,,,,,-85.72025,42.85824,Healthcare Institution,4/26/2012 13:28
1004045,Greensburg Downtown Farmers Market,,,,,,Main Street,Greensburg,Westmoreland,Pennsylvania,15601,,,,,,,,,-79.5432,40.2992,,2009
1004046,Hempfield Farmers Market,,,,,,Route 136,Greensburg,Westmoreland,Pennsylvania,15601,,,,,,,,,-79.5456,40.3019,,2009
1004047,Sarvers Hill Farmers Market,,,,,,438 Old State Route 66,Greensburg,Westmoreland,Pennsylvania,15601,,,,,,,,,-79.571,40.3964,,2009
1004048,Reading Terminal Market,http://www.readingterminalmarket.org,https://www.facebook.com/readingterminalmarket,https://twitter.com/RdgTerminalMkt,thereadingterminal,Instagram & Pinterest: RdgTerminalMkt,51 North 12th street,Philadelphia,Philadelphia,Pennsylvania,19107,,Mon: 8:00 AM-6:00 PM;Tue: 8:00 AM-6:00 PM;Wed: 8:00 AM-6:00 PM;Thu: 8:00 AM-6:00 PM;Fri: 8:00 AM-6:00 PM;Sat: 8:00 AM-6:00 PM;Sun: 9:00 AM-5:00 PM;,,,,,,,-75.159307,39.953605,Other,6/17/2013 14:54
1004049,Elberta Farmer's Market,,,,,,Highway 98,Elberta,Baldwin,Alabama,36530,05/04/2013 to ,Sat: 8:00 AM-;,,,,,,,-87.59908,30.41395,Private business parking lot,6/18/2013 5:21
1004051,City Hall Plaza Farmer's Market,http://www.downtownnashua.org/?page_id=58,,,,,229 Main St.,Nashua,Hillsborough,New Hampshire,3060,June to September,Fri:12:00 pm - 6:00 pm;,,,,,,,-71.4647,42.7582,Local government building grounds,4/20/2011 10:47
1004052,Main Street Farmer's Market,,https://www.facebook.com/NashuaFarmersMarket,@DowntownNashua,,,53-75 Main St.,Nashua,Hillsborough,New Hampshire,3060,06/21/2015 to 10/11/2015,Sun: 10:00 AM-2:00 PM;,,,,,,,-71.4664,42.7635,,3/24/2015 13:15
1004054,Spenard Farmers Market,http://www.spenardfarmersmarket.org,https://www.facebook.com/spenardfarmersmarket,https://twitter.com/SpenardFarmers,,,2590 Spenard Road,Anchorage,Anchorage,Alaska,99503,05/18/2014 to 09/27/2014,Sat: 9:00 AM-2:00 PM;,,,,,,,-149.905042,61.197258,,7/2/2016 20:45
1004055,Crossroads Farmers Market,http://www.longislandfarmersmarkets.com,https://www.facebook.com/pages/GG-LI-Winter-Farmers-Market/,https://twitter.com/GGWinterMarkets,,,480 Hempstead Ave,Malverne,Nassau,New York,11701,06/01/2012 to 10/31/2012,Thu: 10:00 AM-4:00 PM;,,,,,,,-73.664301,40.679753,"On a farm from: a barn, a greenhouse, a tent, a stand, etc",3/14/2014 1:13
1004056,Galveston West End Market,,,,,,6511 Stewart Rd,Galveston,Galveston,Texas,77551,January to December,Sat:9:00 am - 1:00 pm;,,,,,,,-94.8349,29.2737,Private business parking lot,4/18/2011 14:11
1004062,Wilburton Farmers Market,,,,,,302 West Main St.,Wilburton,Latimer,Oklahoma,74578,,,,,,,,,-95.3135,34.9187,,2009
1004063,Twin Towns Gardeners' Market,http://www.twintownsmarket.org,https://www.facebook.com/twintownsmarket,,,,8th Street North and 2nd Avenue North,Wahpeton,Richland,North Dakota,58075,07/11/2013 to 09/26/2013,Thu: 4:00 PM-7:00 PM;,,,,,,,-96.611353,46.264669,Private business parking lot,4/22/2014 15:08
1004064,creekside gahanna farmers market,,,,,,downtown olde gahanna,gahanna,Franklin,Ohio,,,,,,,,,,-82.8664,40.0113,,Apr 20 2010  3:14PM
1004065,Greater Polk County Farmers Market,,,,,,950 S. Killingsworth,Bolivar,Polk,Missouri,65613,April to September,Tue:3:30 PM - 6:30 PM;Sat:8:00 AM - 12:00 PM;,,,,,,,-93.43473,37.60529,Other,4/30/2012 14:32
1004066,Gardendale Farmers Market,http://www.gardendalefarmersmarket.com,https://www.facebook.com/GardendaleFarmersMarket,,,,857 Main Street,Gardendale,Jefferson,Alabama,35071,05/19/2016 to 09/29/2016,Thu: 9:00 AM-2:00 PM;,,,,,,,-86.810407,33.647452,,6/27/2016 17:11
1004069,Denver Urban Homesteading Farmers Market,http://www.denverurbanhomesteading.com,,,,,200 Santa Fe Drive,Denver,Denver,Colorado,80223,01/01/2014 to 12/31/2014,Tue: 9:00 AM-3:00 PM;Thu: 1:00 PM-7:00 PM;Fri: 1:00 AM-7:00 PM;Sat: 9:00 AM-3:00 PM;,,,,,,,-104.998287,39.719549,Other,5/20/2014 13:00
1004070,Alamosa Farmers Market,http://www.alamosafarmersmarket.org,https://www.facebook.com/pages/Alamosa-Farmers-Market/104375596315429?fref=ts,,,,Corner of 6th Street and State Avenue's Municipal Parking Lot,Alamosa,Alamosa,Colorado,81101,07/11/2015 to 10/10/2015,Sat: 8:00 AM-1:00 PM;,,,,,,,-105.865236,37.468359,,3/19/2015 16:25
1004071,South Lake Tahoe Tuesday Farmers Market,http://www.eldoradofarmersmarket.com,,,,,American Legion Hall (Hwy 50),South Lake Tahoe,El Dorado,California,96150,06/03/2014 to 10/14/2014,Tue: 8:00 AM-1:00 PM;,,,,,,,-119.979964,38.929445,Private business parking lot,3/21/2014 17:52
1004072,Downtown San Leandro Certified Farmers' Market,,https://www.facebook.com/CUFarmFresh,,,,Parrott Street  and E. 14th Street,San Leandro,Alameda,California,94577,"April 18, 2012 to October 17, 2012",Wed:4:00 PM - 8:00 PM;,,,,,,,-122.153614,37.72235,Closed-off public street,5/25/2012 15:37
1004073,Riverdale Park Farmers Market,http://www.rpfm.org,https://www.facebook.com/RPFMarket,https://twitter.com/rpfm,,,4650 Queensbury Road,Riverdale Park,Prince George's,Maryland,20737,04/03/2014 to 11/20/2014,Thu: 3:00 PM-7:00 PM;,,,,,,,-76.935311,38.962979,Local government building grounds,4/25/2014 10:25
1004074,Boalsburg Farmers Market,http://www.boalsburgfarmersmarket.com,https://www.facebook.com/pages/Boalsburg-Farmers-Market/108299077230,,,https://www.instagram.com/boalsburgfarmersmarket/,"Pennsylvania Military Museum, Business Route 322",Boalsburg,Centre,Pennsylvania,16827,01/01/2016 to 12/31/2016,Tue: 2:00 PM-6:00 PM;,,,,,,,-77.797107,40.780354,,6/27/2016 15:16
1004075,Georgetown Farmers' Market,,,,,,Crosby's Marketplace,Georgetown,Essex,Massachusetts,1833,,,,,,,,,-70.9666,42.7248,,2009
1004078,Owensboro Regional Farmers' Market,,,,,,2818 New Hartford Road,Owensboro,Daviess,Kentucky,42303,,,,,,,,,-87.0975,37.7455,Private business parking lot,6/18/2013 10:04
1004079,CHICOPEE FARMERS MARKET,,,,,, CHICOPEE STREET,CHICOPEE,Hampden,Massachusetts,1013,07/03/2013 to 09/04/2013,Wed: 10:30 AM-2:30 PM;,,,,,,,-72.60012817,42.19358063,,3/14/2014 11:44
1004080,Highland Park Farmer's Market,http://www.mainstreethp.org/farm_mkt.cfm,https://www.facebook.com/HighlandParkFarmersMarket?ref=hl,,,,218 Raritan Avenue,Highalnd Park,Middlesex,New Jersey,8904,06/07/2013 to 12/20/2013,Fri: 11:00 AM-5:30 PM;,,,,,,,-74.429111,40.498332,Other,6/10/2013 14:48
1004081,Idabel Farmers Market,,,,,,108 North Central Main Street,Idabel,McCurtain,Oklahoma,74745,,,,,,,,,-94.8236,33.8942,,2009
1004083,Ilion Farmers Market at Historic Clapsaddle Farm,,https://www.facebook.com/ilionfarmer'smarketathistoricclapsaddlefarm,,,,"437 otsego street ,state route 51s",ilion,Herkimer,New York,13357,01/01/2014 to 12/31/2014,Fri: 12:00 PM-6:00 PM;Sat: 10:00 AM-5:00 PM;,,,,,,,-75.04456,43.001179,"On a farm from: a barn, a greenhouse, a tent, a stand, etc",3/14/2014 20:14
1004085,Terra Alta Farmers Market,http://www.wvfarmers.org/memberpages/gardenfreshfarmersmarket.html,,,,,Terra Alta Community Park,Terr Alta,,West Virginia,26764,,,,,,,,,-80.5429,37.8696,,2009
1004086,Alabama Gulf Coast Market,,,,,,22250 Perdido Beach Boulevard,Gulf Shores,Baldwin,Alabama,36542,10/04/2014 to 07/25/2015,Sat: 8:00 AM-12:00 PM;,,,,,,,-87.65585,30.250746,,1/25/2015 14:33
1004087,Eastside Farmers Market,,,,,,3200 Delaware Avenue,Des Moines,Polk,Iowa,50317,,,,,,,,,-93.5813,41.6248,,2009
1004088,St. Francis Medical Center Farmer's Market,http://www.stfrancismedical.org,,,,,601 Hamilton Avenue,Trenton,Mercer,New Jersey,8629,06/12/2013 to 09/11/2013,Wed: 11:00 AM-2:00 PM;,,,,,,,-74.7414,40.2163,Healthcare Institution,6/27/2013 17:03
1004089,Cowtown Farmers Market,,,,,,,New Salem,Morton,North Dakota,,,,,,,,,,-101.412,46.8462,,2009
1004090,Duncan Mills-West Sonoma Farmers Market,,,,,,25300 Steelhead Blvd.,Villa Grande,Sonoma,California,95486,,,,,,,,,-123.052,38.4517,,2009
1004091,Guerneville Farmers Market,,,,,,16209 First Street,Villa Grande,Sonoma,California,95486,,,,,,,,,-123.023,38.4746,,2009
1004097,Portland Farmers Market Saturdays at PSU,http://www.portlandfarmersmarket.org,https://www.facebook.com/portlandfarmersmarket,https://twitter.com/portlandfarmers,,,1717 SW Park Avenue,Portland,Multnomah,Oregon,97227,03/15/2014 to 10/25/2014,Sat: 8:30 AM-2:00 PM;,11/01/2014 to 12/20/2014,Sat: 9:00 AM-2:00 PM;,,,,,-122.685802,45.512988,Local government building grounds,4/4/2014 21:31
1004099,Discover Sycamore's Farmers Market,http://www.sycamorechamber.com,,,,,300 W Elm St.,Sycamore,Dekalb,Illinois,60178,,,,,,,,,-88.6871,41.9877,,2009
1004100,Marshall County Farmers Market,,,,,,540 Vista Street,Lewisburg,Marshall,Tennessee,37091,,,,,,,,,-86.7796,35.4632,,2009
1004101,Winter Farmers Market and Meal for Hope,http://www.cclpmidwest.org,,,,, 5705 Lacy Rd.,Fitchburg,Dane,Wisconsin,,,,,,,,,,-89.4386,43.0003,,2011
1004102,Winter Farmers Market and Meal for Hope,http://www.cclpmidwest.org,,,,,313 East Wall St.,Janesville,Rock,Wisconsin,,,,,,,,,,-89.0213,42.6849,,2011
1004103,Winter Farmers Market and Meal for Hope,http://www.cclpmidwest.org,,,,,617 Everglade Dr.,Madison,Dane,Wisconsin,53717,,,,,,,,,-89.4983,43.075,,2011
1004104,Winter Farmers Market and Meal for Hope,http://www.cclpmidwest.org,,,,,3102 Prairie Rd.,Madison,Dane,Wisconsin,53719,,,,,,,,,-89.4922,43.0199,,2011
1004105,Winter Farmers Market and Meal for Hope,http://www.cclpmidwest.org,,,,, 900 University Bay Dr.,Madison,Dane,Wisconsin,,,,,,,,,,-89.4352,43.076,,2011
1004106,Winter Farmers Market and Meal for Hope,http://www.cclpmidwest.org,,,,,203 Wisconsin Ave.,Madison,Dane,Wisconsin,53703,,,,,,,,,-89.3868,43.0769,,2011
1004107,Winter Farmers Market and Meal for Hope,http://www.cclpmidwest.org,,,,, 1209 North Broadway,Milwaukee,Milwaukee,Wisconsin,,,,,,,,,,-87.9088,43.0459,,2011
1004108,Winter Farmers Market and Meal for Hope,http://www.cclpmidwest.org,,,,,2647 N. Stowell Ave.,Milwaukee,Milwaukee,Wisconsin,53211,,,,,,,,,-87.8797,43.0671,,2011
1004109,Winter Farmers Market and Meal for Hope,http://www.cclpmidwest.org,,,,,427 South Main St.,Verona,Dane,Wisconsin,,,,,,,,,,-89.5332,42.9841,,2011
1004111,Soda Springs Farmers Market,,,,,,City Park,Soda Springs,Caribou,Idaho,83276,January to December,Wed:3:00 pm - 6:00 pm;,,,,,,,-111.605,42.6546,Local government building grounds,4/21/2011 13:30
1004112,Covington Farmers Market,,,,,,609 N. Columbia Street,Covington,St. Tammany,Louisiana,70433,,,,,,,,,-90.0955,30.4793,,2009
1004113,Salmonberry Naturals Organic Farmers Market,,,,,,Highway 126 and Quince Street,Florence,Lane,Oregon,97439,,,,,,,,,-124.101,43.9746,,2009
1004114,Manchester Farmers Market,,,,,,South Tama Street,Manchester,Delaware,Iowa,52057,,,,,,,,,-91.4543,42.484,,Apr 16 2010 10:43AM
1004120,Manning Farmers Market,,,,,,SC Highway 261 East,Manning,Clarendon,South Carolina,29102,,,,,,,,,-80.2121,33.6892,,2009
1004122,Lawrence Farmers Market,http://www.lawrencemi.org/farmersmarket,https://www.facebook.com/pages/Lawrence-Farmers-Market/98255402647,,,,Village of Lawrence Park downtown on Red Arrow Highway,Lawrence,Van Buren,Michigan,49064,07/09/2016 to 10/08/2016,Sat: 9:00 AM-1:00 PM;,,,,,,,-86.04891,42.219398,,7/15/2016 19:18
1004123,Coopersville Farmers Market,http://www.coopersville.com/farmer.htm,,,,,N. Main Street Parking Lot Pavilion,Coopersville,Ottawa,Michigan,49404,,,,,,,,,-85.9412,43.0599,,2009
1004124,Downtown Bay City Farmers Market,http://www.downtownbaycityfarmersmarket.org,https://www.facebook.com/pages/Downtown-Bay-City-Farmers-Market/200900103265896,,,,318 Sixth St,Bay City,Bay,Michigan,48708,06/04/2015 to 10/22/2015,Thu: 10:00 AM-3:00 PM;,,,,,,,-83.8877893,43.5969764,,3/30/2015 9:34
1004129,Farmers' Market of Sault Sainte Marie Michigan,,Sault Ste Marie Farmers' Market,,,,511 Ashmun ,Sault Ste. Marie,Chippewa,Michigan,49783,05/18/2016 to 10/26/2016,Wed: 4:00 PM-6:30 PM;,,,,,,,-84.345838,46.500099,,7/5/2016 6:52
1004130,Fairfield Farmers Market,,https://www.facebook.com/FairfieldFarmersMarket,,,,North Main St. and East Grimes Ave.,Fairfield,Jefferson,Iowa,52556,06/01/2014 to 08/01/2014,Wed: 3:00 PM-6:00 PM;Sat: 8:00 AM-1:00 PM;,06/01/2014 to 10/01/2014,Wed: 3:00 PM-6:00 PM;,,,,,-91.96312,41.010184,Closed-off public street,5/14/2014 14:46
1004131,Farmington Farmers Market,,,,,,103 South Front St.,Farmington,Van Buren,Iowa,52626,06/20/2014 to 09/26/2014,Fri: 3:30 PM-6:30 PM;,,,,,,,-91.7440671,40.6399131,Local government building grounds,5/14/2014 14:38
1004132,Rossmoor Certified Farmers Market,,,,,,Golden Rain St. And Tice Valley Rd.,Walnut Creek,Contra Costa,California,,,,,,,,,,-122.075,37.871,,2011
1004134,Urbana Library Farmers' Market,http://www.urbanalibraryfarmersmarket.com,https://www.facebook.com/UrbanaLibraryFarmersMarket,,,,9020 Amelung St,Frederick,Frederick,Maryland,21704,05/15/2016 to 10/02/2016,Sun: 11:00 AM-2:00 PM;,10/17/2016 to 11/28/2016,Mon: 4:30 PM-6:30 PM;,,,,,-77.354457,39.331557,,6/28/2016 14:39
1004136,Kendrick-Juliaetta Farmers Market,,,,,,Kendrick City Park,Kendrick,,Idaho,83537,,,,,,,,,-116.647,46.6141,,2009
1004137,Farmers' Market at the Garden,http://www.memphisbotanicgarden.com,https://www.facebook.com/memphisbotanicgarden,https://twitter.com/memphisbotanic,,,750 Cherry Road,Memphis,Shelby,Tennessee,38117,04/23/2014 to 10/29/2014,Wed: 1:00 PM-5:00 PM;,,,,,,,-89.918062,35.110209,,7/5/2016 12:24
1004139,Peacham (VT)  Farmers Market - Indoor,http://www.peacham.net/market/,,,,,Bayley-Hazen Road,Peacham,Caledonia,Vermont,5862,October to March,Thu:3:00 PM - 6:00 PM;,,,,,,,-72.171164,44.328576,Local government building grounds,4/27/2012 10:29
1004140,Harvest Festival at Bethel Woods,http://www.bethelwoodscenter.org,,,,,Hurd & West Shore Rds,Bethel,Sullivan,New York,12754,,,,,,,,,-74.8821,41.703,,Apr 20 2010 11:09AM
1004141,San Juan Farmers Market,,,,,,"Courthouse Parking Lot, 1st Street",Friday Harbor,San Juan,Washington,98250,,,,,,,,,-123.067,48.5394,,2009
1004145,Paul Smiths College Farmers Markets,http://www.adirondackfarmersmarket.com,,,,,8023 NYS Route 30,Plattsburgh,Franklin,New York,12901,06/27/2014 to 09/12/2014,Fri: 2:00 PM-5:00 PM;,,,,,,,-74.256516,44.44273,Educational institution,5/23/2014 9:26
1004146,Dietrich's Farm Market,,,,,,3910 Avon Lake Road,Litchfield,Medina,Ohio,,,,,,,,,,-82.023,41.1665,,2009
1004147,Cotter Farmers Market,,,,,,Courthouse Square,Cotter,Baxter,Arkansas,72626,,,,,,,,,-92.5354,36.2712,,2009
1004148,Toms River Farmers Market,http://www.downtowntomsriver.com,,,,,East Water Street,Toms River,Ocean,New Jersey,8753,June to October,Wed:11:00 am - 5:00 pm;,,,,,,,-74.1975,39.9512,Local government building grounds,5/9/2011 11:17
1004151,Centura College,,,,,,616 Denbeigh Blvd.,Newport News,,Virginia,23608,,,,,,,,,-76.5206,37.1381,,2011
1004153,Oak Lawn Farmers Market,http://www.oaklawn-il.gov,,,,,9446 South Raymond Avenue,Oak Lawn,Cook,Illinois,60453,06/04/2014 to ,Wed: 7:00 AM-1:00 PM;,,,,,,,-87.751487,41.720903,Closed-off public street,3/14/2014 15:02
1004154,Altoona Farmers Market,,,,,,Heritage Plaza,Altoona,Blair,Pennsylvania,16601,,,,,,,,,-78.2462,40.6787,,2009
1004156,Davenport Farmers' Market,http://www.mvgrowers.com,Mississippi Valley Growers Farmers Market,,,,320 W. Kimberly Rd.,Davenport,Scott,Iowa,52806,05/02/2015 to 10/31/2015,Wed: 8:00 AM-12:00 PM;Sat: 8:00 AM-12:00 PM;,,,,,,,-90.570968,41.562896,,6/27/2016 13:29
1004157,Trinity Farmers' Market,http://www.mvgrowers.com,,,,,4500 Utica Ridge Road,Bettendorf,Scott,Iowa,52722,05/04/2015 to 10/26/2015,Mon: 3:00 PM-6:00 PM;,,,,,,,-90.517945,41.565195,,4/6/2015 8:48
1004158,Rolette Farmer's Market,,https://www.facebook.com/rolettefarmersmarket,,,,Corner of Hwy 66 & Highland Street,Rolette,Rolette,North Dakota,58366,07/11/2014 to 10/10/2014,Fri: 4:30 PM-6:30 PM;,,,,,,,-99.843177,48.660966,Other,3/14/2014 16:03
1004159,Elgin Area Growers Market,http://www.elginiowa.org,,,,,City Park,Elgin,Fayette,Iowa,52141,,,,,,,,,-91.6269,42.9573,,2009
1004160,City of Walled Lake Farmers Market,,,,,,1499 E. West Maple,Walled Lake,Oakland,Michigan,48390,May to October,Wed:7:00 AM - 1:00 PM;,,,,,,,-83.46616,42.53957,Local government building grounds,5/7/2012 11:15
1004165,Capitol Hill Farmers Market,http://www.seattlefarmersmarkets.org,https://www.facebook.com/broadwayfarmersmarket,https://twitter.com/seattlefarmmkts,,,Broadway Ave E and E Pine Street,Seattle,King,Washington,98122,01/03/2016 to 12/18/2016,Sun: 11:00 AM-3:00 PM;,,,,,,,-122.312668,47.6156044,,7/12/2016 18:49
1004166,Columbia City Farmers Market,http://www.seattlefarmersmarkets.org,https://www.facebook.com/ColumbiaCityFarmersMarket,https://twitter.com/seattlefarmmkts,,,S. Edmunds Street and 37th Ave. S.,Seattle,King,Washington,98118,05/04/2016 to 10/12/2016,Wed: 3:00 PM-7:00 PM;,,,,,,,-122.2861515,47.5586613,,7/12/2016 18:47
1004167,Lake City Farmers Market,http://www.seattlefarmersmarkets.org,https://www.facebook.com/LakeCityFarmersMarket,https://twitter.com/seattlefarmmkts,,,NE 125th Street and 28th Ave NE,Seattle,King,Washington,98125,06/09/2016 to 09/29/2016,Thu: 3:00 PM-7:00 PM;,,,,,,,-122.2976645,47.7192913,,7/12/2016 18:46
1004168,Magnolia Farmers Market,http://www.seattlefarmersmarkets.org,https://www.facebook.com/MagnoliaFarmersMarket,https://twitter.com/seattlefarmmkts,,,W McGraw Str and 33rd Ave W,Seattle,King,Washington,98199,06/04/2016 to 10/08/2016,Sat: 10:00 AM-2:00 PM;,,,,,,,-122.3996304,47.639549,,7/12/2016 18:44
1004169,Phinney Farmers Market,http://www.seattlefarmersmarkets.org,https://www.facebook.com/PhinneyFarmersMarket,https://twitter.com/seattlefarmmkts,,,N 67th Street and Phinney Ave N,Seattle,King,Washington,98103,06/03/2016 to 09/30/2016,Fri: 3:30 PM-7:30 PM;,,,,,,,-122.353297,47.677741,,7/12/2016 18:53
1004170,University District Farmers Market,http://www.seattlefarmersmarkets.org,https://www.facebook.com/UniversityDistrictFarmersMarket,https://twitter.com/seattlefarmmkts,,,University Way NE and NE 50th,Seattle,King,Washington,98105,01/02/2016 to 12/31/2016,Sat: 9:00 AM-2:00 PM;,,,,,,,-122.313033,47.665626,,7/12/2016 18:52
1004171,West Seattle Farmers Market,http://www.seattlefarmersmarkets.org,https://www.facebook.com/WestSeattleFarmersMarket,https://twitter.com/seattlefarmmkts,,,California Ave SW & SW Alaska,Seattle,King,Washington,98116,01/03/2016 to 12/18/2016,Sun: 10:00 AM-2:00 PM;,,,,,,,-122.386783,47.561366,,7/12/2016 18:51
1004172,Live Oak Farmers Market,http://www.santacruzfarmersmarket.org,https://www.facebook.com/santacruzfarmersmarket,https://twitter.com/SCFarmersMkts,,,15th East Cliff Dr.,Live Oak,Santa Cruz,California,95062,01/01/2014 to 12/31/2014,Sun: 9:00 AM-1:00 PM;,,,,,,,-121.990419,36.963641,Private business parking lot,6/6/2014 12:54
1004173,Weatherford Farmers Market,,,,,,Broadway & Franklin,Weatherford,Custer,Oklahoma,73096,,,,,,,,,-98.7092,35.5271,,2009
1004174,Boylston Farmers Market,,https://www.facebook.com/BoylstonFarmersMarket,,,,10 Church Street,Boylston,Worcester,Massachusetts,1505,07/09/2016 to 10/01/2016,Sat: 10:00 AM-1:00 PM;,,,,,,,-71.7342857,42.3529735,,7/11/2016 10:39
1004175,Oakmont Farmers Market,http://www.oakmontfarmersmarket.org,https://www.facebook.com/OakmontFarmersMarket,,,,1 W Eagle Road,Havertown,Delaware,Pennsylvania,19083,05/15/2013 to 11/27/2013,Wed: 2:00 PM-5:30 PM;,,Sat: 12:00 PM-2:00 PM;,,,,,-75.310837,39.987936,,9/15/2014 18:21
1004177,City Hall Farmer's Market,,,,,,700 Main Street,Tell City,Perry,Indiana,47586,January to December,Wed:12:00 pm - 0:00 pm;,,,,,,,-86.769,37.9517,Local government building grounds,4/4/2011 15:56
1004178,Gibson City Farmers Market,http://www.gibsoncityillinois.com,,,,,126 N. Sangamon,Gibson City,Ford,Illinois,60936,,,,,,,,,-88.3692,40.4656,,2009
1004180,The Onancock Market,http://www.onancockmarket.com,https://www.facebook.com/OnancockMarket,,,,Market Street and Ames Street,Onancock,Accomack,Virginia,23417,05/03/2014 to 10/25/2014,Sat: 8:00 AM-12:00 PM;,,,,,,,-75.749976,37.712092,Private business parking lot,8/5/2014 14:06
1004181,Fonda Farmers Market,,,,,,City Park on Highway 7,Fonda,Pocahontas,Iowa,50540,,,,,,,,,-94.8395,42.5889,,2009
1004182,Lake Orion Farmers' Market,http://www.lakeorionfarmersmarket.com,https://www.facebook.com/lakeorionfarmersmarket,,,,93 S. Anderson,Lake Orion,Oakland,Michigan,48362,06/18/2014 to 10/22/2014,Wed: 2:00 PM-7:00 PM;,,,,,,,-83.23849,42.78292,Local government building grounds,4/1/2014 9:34
1004183,Salem Public Market,http://www.salempublicmarket.com,,,,,1240 Rural Ave SE,Salem,Marion,Oregon,97302,January to December,Sat:8:30 AM - 2:00 PM;,,,,,,,-123.029999,44.920896,,5/25/2012 0:54
1004184,Quincy Farmers Market,http://www.quincyfarmersmarket.com,,,,,0 Denis Ryan Parkway,Quincy,Norfolk,Massachusetts,2169,June to November,Fri:11:30 AM - 5:30 PM;,,,,,,,-71.00002,42.24825,Local government building grounds,4/26/2012 14:41
1004185,Bonita Springs Lions Club Downtown Farmers Market,http://www.Cityofbonitasprings.org,,,,,27300 Old 41 Road,Bonita Springs,Lee,Florida,34135,10/16/2013 to 05/14/2014,Wed: 8:00 AM-1:00 PM;,,,,,,,-81.77929688,26.34110069,Local government building grounds,6/27/2013 10:08
1004186,Gages Gardens & Greenhouse Farmers Market,http://www.dakotaflavor.com/category.asp?catid=12,,,,,Evans Lane,Spearfish,Lawrence,South Dakota,57783,,,,,,,,,-103.87,44.5161,,2009
1004188,"Brownstown, Indiana Farmer's Market",http://www.brownstownchamber.org,,,,,Walnut St.,Brownstown,Jackson,Indiana,47220,,,,,,,,,-86.053,38.8794,,May 13 2010  2:36PM
1004191,Kennebunk Farmers' Market,http://www.kennebunkfarmersmarket.org,facebook.com/KennebunkFarmersMarket,,,,"Lafayette Center, 4 Main St",Kennebunk,York,Maine,4043,05/02/2015 to 11/21/2015,Sat: 8:00 AM-;Sun: 1:00 AM-;,,,,,,,-70.542994,43.385652,,4/20/2015 10:26
1004192,Calvert County Farmers Market - Barstow,http://www.calvertag.com,https://www.facebook.com/#!/pages/Calvert-County-Farmers-Market-Association/593391767347027,,,,130 Calvert Fair Drive,Barstow,Calvert,Maryland,20610,05/07/2016 to 11/26/2016,Sat: 7:00 AM-12:00 PM;,,,,,,,-76.617912,38.522728,,7/1/2016 10:30
1004193,Calvert County Farmers Market - Prince Frederick,http://www.calvertag.com,https://www.facebook.com/#!/pages/Calvert-County-Farmers-Market-Association/593391767347027,,,,"130 Hospital Road, Parking Lot adjacent to Route 4",Prince Frederick,Calvert,Maryland,20678,05/03/2016 to 11/29/2016,Tue: 3:00 PM-7:00 PM;,,,,,,,-76.597676,38.558772,,7/1/2016 10:33
1004194,Calvert County Farmers Market - Solomons,http://www.calvertag.com,https://www.facebook.com/#!/pages/Calvert-County-Farmers-Market-Association/593391767347027,,,,Near 14550 Solomons Island Rd.,Solomons,Calvert,Maryland,20688,05/05/2016 to 11/17/2016,Thu: 4:00 PM-8:00 PM;,,,,,,,-76.461245,38.324634,,7/1/2016 10:32
1004196,Orinda Famers Market,http://www.cccfm.org,,,,,Orinda Way in Orinda Village,Orinda,Contra Costa,California,94563,,,,,,,,,-122.189,37.8836,,Apr 21 2010  8:44PM
1004198,Clarkston Farmers Market,http://www.clarkstonfarmersmarket.com,https://www.facebook.com/clarkstonfarmersmarket,https://twitter.com/ClarkstonMarket,,,3701 College Ave,Clarkston,DeKalb,Georgia,30021,04/27/2014 to 11/02/2014,Sun: 10:00 AM-2:00 PM;,,,,,,,-84.239409,33.805672,Other,5/19/2014 14:35
1004199,Main Street Farmers Market,,,,,,132 E Main St,Dwight,Livingston,Illinois,60420,05/17/2014 to 10/04/2014,Sat: 8:00 AM-11:00 AM;,,,,,,,-88.426938,41.092872,Closed-off public street,4/10/2014 14:23
1004200,Old Rochester Farmers' Market,http://www.rochesterfarmersmarket.org,https://www.facebook.com/OldRochesterFarmersMarket,,,,"135 Marion Rd.,",Mattapoisett,Plymouth,Massachusetts,2739,06/01/2012 to 10/31/2012,Tue: 3:00 PM-7:00 PM;,,,,,,,-70.779658,41.672438,Educational institution,5/27/2014 20:02
1004201,Chatham Borough Farmers' Market,http://www.ChathamBoroughFarmersMarket.org,https://www.facebook.com/Chatham-Borough-Farmers-Market-110011434705/,,,https://www.instagram.com/chathamboroughfarmersmarket/,Fairmount Avenue and Railroad Plaza South,Chatham,Morris,New Jersey,7928,06/11/2016 to 11/19/2016,Sat: 8:00 AM-1:00 PM;,,,,,,,-74.38443,40.73968,,6/28/2016 10:00
