FMID,MarketName,Website,Facebook,Twitter,Youtube,OtherMedia,street,city,County,State,zip,Season1Date,Season1Time,Season2Date,Season2Time,Season3Date,Season3Time,Season4Date,Season4Time,x,y,Location,updateTime
1001161,Shelton Farmers Market,http://www.sheltonfarmersmarket.com,https://www.facebook.com/SheltonFarmersMarket,https://twitter.com/SheltonMarket,,www.wordpress.com/sheltonfarmersmarket,3rd Street and Franklin Street,Shelton,Mason,Washington,98584,05/04/2013 to 09/28/2013,Sat: 9:00 AM-3:00 PM;,,,,,,,-123.102214,47.2143,Closed-off public street,6/17/2013 15:10
1001162,Nebagamon's Lakeview Farmers Market,,,,,,Sharon's Lakeview Café,Lake Nebagamon,Douglas,Wisconsin,54849,,,,,,,,,-91.6993,46.5139,,2009
1001164,St. Joseph Farmers Market,http://www.sjtoday.com,,,,,Corner of Broad Street & Lake Blvd.,St. Joseph,Berrien,Michigan,49085,,,,,,,,,-86.4835,42.1092,,2009
1001165,Helena Farmers Market,http://www.downtownhelena.com/alive5.htm,,,,,Fuller Ave. & Neill Ave.,Helena,"Lewis ,Clark",Montana,59601,,,,,,,,,-112.039,46.5923,,2009
1001166,Mahtomedi Area Farmers' Market,http://www.mahtomedicb.com,,,,,93 Mahtomedi Avenue,Mahtomedi,Washington,Minnesota,55115,"June 25, 2011 to September 24, 2011",Sat:8:00 am - 12:00 pm;,,,,,,,-92.9592,45.0569,Private business parking lot,4/26/2011 22:08
1001168,Oneida Farmers Market,,https://www.facebook.com/MarionsOpenAirMarket,,,,"Clinch Park, Oneida St.",Oneida,Madison,New York,,,,,,,,,,-75.6667,43.1152,,2009
1001172,Canton Farmers Market,,,,,,"Massachusetts Hospital School, 3 Randoph St",Canton,Norfolk,Massachusetts,2021,,,,,,,,,-71.1246,42.1766,,Apr 16 2010 10:44AM
1001173,South Perry Farmers' Market - Indoor,http://www.thursdaymarket.org,,,,,915 S Perry St,Spokane,Spokane,Washington,99202,March to December,Thu:3:00 PM - 6:00 PM;,,,,,,,-117.389817,47.646395,"Faith-based institution (e.g., church, mosque, synagogue, temple)",5/21/2012 14:47
1001174,South Perry Farmers' Market,http://www.thursdaymarket.org,,,,,924 South Perry St,Spokane,Spokane,Washington,99202,May to October,Thu:3:00 PM - 7:00 PM;,,,,,,,-117.39,47.6466,Private business parking lot,5/21/2012 14:47
1001175,Marysville Farmers' Market,,,,,,7th and Broadway,Marysville,Marshall,Kansas,66508,May to October,Sat:8:00 am - 11:00 am;,,,,,,,-96.6492,39.8416,Private business parking lot,4/13/2011 17:45
1001176,Belleville Farmers' Market & Livestock,,,,,,South Penn Street,Belleville,Mifflin,Pennsylvania,17004,,,,,,,,,-77.7229,40.6046,,2009
1001177,Lafayette's Hub City Farmer's Market,http://www.lafayettehubcitymarket.com,,,,,427 Heymann Blvd,Lafayette,Lafayette,Louisiana,70503,January to December,Sat:8:00 am - 12:00 am;,,,,,,,-92.0156,30.2036,Private business parking lot,4/4/2011 21:58
1001178,Kent Farmers Market,,,,,,Downtown Kent at 4th & Smith Steet,Kent,King,Washington,98032,,,,,,,,,-122.237,47.3831,,2009
1001179,Johnson County Farmers' Market,http://www.johnsonextension.com,,,,,826 F.M. Stafford Avenue,Paintsville,Johnson,Kentucky,41240,June to September,Tue:4:00 PM - 6:00 PM;Thu:4:00 PM - 6:00 PM;,,,,,,,-82.798011,37.807953,Local government building grounds,4/30/2012 14:03
1001180,Pulaski Farmers Market,http://www.pulaskifarmersmarket.com,,,,,"South Park, center of village",Pulaski,Oswego,New York,13142,,,,,,,,,-78.8296,42.8216,Local government building grounds,6/23/2011 14:32
1001182,National City CFM,,,,,,A Street & 8th St.,National City,San Diego,California,,,,,,,,,,-117.106,32.6761,,2011
1001187,Fayette County Farmers Market,,www.facebook.com/fayettecountyfarmersmarket,,,,138 E Main St,Oak Hill,Fayette,West Virginia,25901,06/25/2013 to 10/22/2013,Tue: 3:00 PM-6:00 PM;,,,,,,,-81.143239,37.975361,Private business parking lot,6/25/2013 8:35
1001188,Fayette County Farmers Market,,www.facebook.com/fayettecountyfarmersmarket,,,,312 N Court St,Fayetteville,Fayette,West Virginia,25840,05/11/2013 to 11/30/2013,Sat: 7:30 AM-11:30 AM;,,,,,,,-81.104507,38.0561,Private business parking lot,6/25/2013 8:21
1001190,Lyndonville Farmers' Market,http://www.lyndonfarmersmarket.com,,,,,"Main Street, US Rt. 5",Lyndonville,Caledonia,Vermont,5851,,,,,,,,,-72.005,44.5363,Local government building grounds,4/18/2011 15:06
1001191,Lyndon Farmers Market,http://www.lyndonfarmersmarket.com,,,,,Bandstand Park on Rte 5,Lyndonville,Caledonia,Vermont,5842,,Fri: 3:00 PM-7:00 PM;,,,,,,,-72.004983,44.536297,Local government building grounds,6/26/2013 14:35
1001192,Greensboro Farmers' Market,,,,,,"Town Hall Green, East Craftsbury Road & Lauredon Avenue",Greensboro,Orleans,Vermont,5841,June to September,Thu:3:00 PM - 6:00 PM;,,,,,,,-72.29545,44.57907,Local government building grounds,5/8/2012 11:15
1001193,Creston Farmers' Market,,,,,,"McKinley Park, between W. Adams & N. Park Sts.",Creston,Union,Iowa,50801,,,,,,,,,-94.3828,41.0524,,Apr 22 2010 12:20PM
1001194,Highland Park Famrers Market,http://www.highlandfarmersmarket.com,,,,,Ford Parkway and Cleveland Ave. behind Starbucks,St. Paul,Ramsey,Minnesota,,,,,,,,,,-93.1869,44.9177,,May  5 2010  2:20PM
1001198,Keller Farmers Market,http://www.kellerfarmersmarket.com,https://www.facebook.com/kellerfarmersmarket,https://twitter.com/kellerfrmsmkt,,,1100 Bear Creek Parkway,Keller,Tarrant,Texas,76244,05/03/2014 to 10/25/2014,Sat: 8:00 AM-12:00 PM;,,,,,,,-97.227,32.9305,Local government building grounds,3/26/2014 14:42
1001199,Nottingham Farmers' Market,,www.facebook.com/nottinghamfarmersmarket,,,,129 Stage Rd,Nottingham,Rockingham,New Hampshire,3290,06/02/2013 to 10/13/2013,Sun: 1:00 PM-4:00 PM;,,,,,,,-71.101692,43.116601,Local government building grounds,6/24/2013 20:32
1001204,Bellevue Farmers Market,http://www.battlecreekfarmersmarket.com,,,,,Main St and Mill St,Bellevue,Eaton,Michigan,49021,06/05/2014 to 09/25/2014,Thu: 3:00 PM-6:00 PM;,,,,,,,-85.018644,42.44585,Other,3/31/2014 18:42
1001205,San Rafael Downtown Farmers Market,http://www.sanrafaelmarket.org,https://www.facebook.com/MarinFarmersMarkets?rf=410121749012300,,,,4th & B Streets,San Rafael,Marin,California,94915,04/04/2013 to 09/26/2013,Thu: 6:00 PM-9:00 PM;,,,,,,,-122.529,37.9733,Closed-off public street,6/12/2013 12:40
1001206,Moscow Food Co-op Tuesday Growers Market,,https://www.facebook.com/pages/Moscow-Food-Coop-Tuesday-Growers-Market/107124975993233?ref=hl,,,,5th and Washington Streets,Moscow,Latah,Idaho,83843,05/27/2014 to 09/30/2014,Tue: 4:00 PM-6:30 PM;,,,,,,,-117.0005,46.73074,Private business parking lot,4/22/2014 17:20
1001213,Festival Foods Farmers Market - Marshfield,http://www.wisconline.com/attractions/farmmarkets.html,,,,,Parking lot,Marshfield,Wood,Wisconsin,54449,,,,,,,,,-91.211,43.8687,,2009
1001214,Canal Winchester Farmers Market,http://www.thecwfm.com,,,,,36 South High Street,Canal Winchester,Franklin,Ohio,43110,05/23/2015 to 09/26/2015,Sat: 9:00 AM-12:00 PM;,,,,,,,-82.8059,39.842,,3/19/2015 11:59
1001215,Oakhurst Farm Farmers Market,http://www.oakhurstfarmersmarket.com,,,,,19706 GA HWY 219,West Point,Harris,Georgia,31833,January to December,Mon:8:00 PM - 6:00 PM;Tue:8:00 AM - 6:00 PM;Wed:8:00 AM - 6:00 PM;Thu:8:00 AM - 6:00 PM;Fri:8:00 AM - 6:00 PM;Sat:8:00 AM - 6:00 PM;,,,,,,,-85.0357572,32.8644859,"On a farm from: a barn, a greenhouse, a tent, a stand, etc",5/29/2012 16:46
1001216,Weston Tailgate Market,,,,,,W 2nd St,Weston,Lewis,West Virginia,26452,06/25/2014 to 10/22/2014,Wed: 8:00 AM-12:00 PM;Sat: 8:00 AM-12:00 PM;,,,,,,,-80.471527,39.041299,Local government building grounds,5/23/2014 13:42
1001217,Glendive Saturday Farmer's Market,,,,,,313 West Valentine Street,Glendive,Dawson,Montana,59330,06/07/2014 to 10/12/2014,Sat: 9:00 AM-12:00 PM;,,,,,,,-104.71771,47.104485,Closed-off public street,3/14/2014 10:52
1001218,Sun Prairie Outdoor Summer Farmers Market,http://www.sunprairiefarmersmarket.com/,https://www.facebook.com/SunPrairieFarmersMarket,,,,300 East Main Street,Sun Prairie,Dane,Wisconsin,53590,05/07/2016 to 10/29/2016,Sat: 7:00 AM-12:00 PM;,,,,,,,-89.210368,43.183411,,7/15/2016 10:54
1001219,Nummi FM,,,,,,45500 Fremont Blvd.,,ALAMEDA,California,,,,,,,,,,-121.942,37.4883,,2011
1001221,Stratford Farmers Market,http://www.StratfordFarmersMarket.com,https://www.facebook.com/StratfordFarmersMarket,,,,402 S Weber Ave,Stratford,Marathon,Wisconsin,54484,07/09/2014 to 09/10/2014,Wed: 4:00 PM-7:00 PM;,,,,,,,-90.078915,44.796896,,3/19/2015 9:52
1001222,Cottonwood Creek Watershed CFM,,,,,,"3308 Main Street, Cottonwood, Ca 96022",Cottonwood Creek,Shasta,California,,,,,,,,,,-122.282,40.384,,2011
1001223,Crystal Farmers Market,,,,,,831 S. Main Street parking lot,Crystal,Montcalm,Michigan,48818,,,,,,,,,-84.9149,43.2581,,2009
1001224,Schuyler Community Farmers Market,,,,,,6484 Rockfish River Road,Schuyler,,Virginia,,,,,,,,,,-78.7014,37.7901,,2011
1001225,Dinsmore Farmers Market,,,,,,Hwy. 36 & Dinsmore Store,Hayfork,Humboldt,California,96041,,,,,,,,,-123.38,40.4157,,2009
1001226,Hayfork Farmers Market,,,,,,Highway 3 across from U.S. Post Office,Hayfork,Trinity,California,96041,,,,,,,,,-122.372,40.6825,,2009
1001228,Pendleton Farmers Market,,,,,,Depot Park,Pendleton,Madison,Indiana,46064,,,,,,,,,-85.7515,39.996,,2009
1001229,Lakes Area Farmers Market Cooperative,http://www.lakesareafarmersmarket.com,,,,,,detroit lakes,Becker,Minnesota,56501,05/18/2013 to 11/02/2013,Tue: 10:00 AM-1:00 PM;Sat: 10:00 AM-2:00 PM;,,,,,,,-95.851604,46.807991,Other,5/13/2014 6:51
1001230,Prentiss County Farmers Market,,,,,,2301 N. Second St.,Booneville,Prentiss,Mississippi,38829,,,,,,,,,-88.5606,34.6955,,2009
1001232,Waynesville Tailgate Market,,,,,,171 Legion Dr.,Waynesville,Haywood,North Carolina,28786,,,,,,,,,-82.9868,35.4924,,2009
1001234,City of Gulfport Farmers Market,,,,,,2625 Jones Park Drive,Gulfport,Harrison,Mississippi,39501,,,,,,,,,-89.0882,30.3656,,2009
1001235,Victory Tailgate Market,,,,,,1329 Tunnel Road,Asheville,Buncombe,North Carolina,28805,,,,,,,,,-82.4671,35.5836,,2009
1001236,Nokomis Farmers Market,,,,,,301 E State St.,Nokomis,Montgomery,Illinois,62075,,,,,,,,,-89.2833,39.3025,,2009
1001237,Galesburg Farmers Market,http://www.galesburgbusinessassociation.com,,,,,Parking Lot - see description below,Galesburg,Knox,Illinois,61401,,,,,,,,,-90.3654,40.9461,,Apr 29 2010 11:54AM
1001242,South Berkeley Farmers' Market,http://www.ecologycenter.org/fm,,https://twitter.com/ecbfm,,,Adeline Street at 63rd Street,Berkeley,Alameda,California,94703,01/01/2016 to 12/31/2016,Tue: 2:00 PM-6:30 PM;,,,,,,,-122.2719224,37.8477611,,6/27/2016 13:44
1001243,Monroe County Farmers Market,,,,,,Southeast corner of The Albia Square,Albia,Monroe,Iowa,52531,,,,,,,,,-92.8041,41.027,,2009
1001244,Hillsdale Farmers' Market,http://www.hillsdalefarmersmarket.com,https://www.Facebook.com/HillsdaleFM,https://twitter.com/HillsdaleFM,,https://foursquare.com/hillsdalefm,1405 SW Vermont Street,Portland,Multnomah,Oregon,97219,05/04/2014 to 11/23/2014,Sun: 10:00 AM-2:00 PM;,12/08/2013 to 04/27/2014,Sun: 10:00 AM-1:00 PM;,,,,,-122.693689,45.47778,Educational institution,3/31/2014 20:23
1001245,ASU Regional Farmers Market,http://www.asuregionalfarmersmarket.org,https://www.facebook.com/asuregionalfarmersmarket,https://twitter.com/asufarmersmarket,,,3300 Aggie Road,Jonesboro,Craighead,Arkansas,72401,05/02/2015 to 05/30/2015,Sat: 7:00 AM-1:00 PM;,06/02/2015 to 09/29/2015,Tue: 12:00 PM-5:30 PM;Sat: 7:00 AM-1:00 PM;,10/03/2015 to 10/24/2015,Sat: 7:00 AM-1:00 PM;,,,-90.667327,35.840771,,3/26/2015 0:24
1001247,Farmers Market at the Fairgrounds,http://www.hoosierharvestcouncil.com/farmers-markets/farmers-market-at-the-fairgrounds/,https://www.facebook.com/FarmersMarketAtTheFairgrounds,https://twitter.com/AtTheFairgrounds,,,620 N Apple Street,Greenfield,Hancock,Indiana,46140,05/07/2016 to 07/02/2016,Sat: 8:00 AM-12:00 PM;,07/06/2016 to 09/28/2016,Wed: 8:00 AM-12:00 PM;Sat: 8:00 AM-12:00 PM;,10/01/2016 to 10/29/2016,Sat: 8:00 AM-12:00 PM;,11/05/2016 to 12/31/2016,Sat: 10:00 AM-1:00 PM;,-85.756241,39.791424,,4/23/2016 13:18
1001249,Pittsburg Farmers Market,http://www.Pittsburgfarmersmarket.org,https://www.facebook.com/pages/Pittsburg-Farmers-Market/285206420600,,,,2nd & Broadway,Pittsburg,Crawford,Kansas,66762,04/13/2013 to 11/02/2013,Sat: 7:30 AM-12:00 PM;,,,,,,,-94.7048169,37.4090664,Closed-off public street,6/18/2013 14:29
1001252,Unadilla Farmers Market,,,,,,187 Main Street,Unadilla,Otsego,New York,13849,09/21/2013 to 09/21/2013,Sat: 8:00 AM-5:00 PM;,,,,,,,-75.315598,42.325371,Local government building grounds,6/18/2013 11:35
1001254,Winnemucca Farmers Market,http://www.nevadagrown.com,,,,,Next to Community Garden,Winnemucca,Humboldt,Nevada,89445,,,,,,,,,-117.721,40.9655,,2009
1001255,Ottumwa Farmers Market,,,,,,"Quincy Place Mall, 1110 Quincy Ave.",Ottumwa,Wapello,Iowa,52501,,,,,,,,,-92.4259,41.016,,2009
1001258,"Main Street MArket - Roselle, Il.",http://www.mainstreetmarketroselle.com,,,,,344 e maple ave,roselle,DuPage,Illinois,60172,June to September,Sat:8:00 AM - 12:00 PM;,,,,,,,-88.071299,41.981323,Other,6/3/2012 10:52
1001259,Marion Farmers' Market,http://www.marionfarmersmarket.com,,,,,2222 Marion-Mt. Gilead Rd.,Marion,Marion,Ohio,43302,May to October,Thu:4:00 PM - 7:00 PM;,,,,,,,-83.07008,40.58288,Educational institution,4/30/2012 13:32
1001260,Pflugerville Pfarmers Market,http://www.pflugervilletx.gov/pfarmersmarket,,,,,901 Old Austin Hutto Road,Pflugerville,Travis,Texas,78660,05/03/2016 to 10/25/2016,Tue: 3:00 PM-7:00 PM;,,,,,,,-97.606001,30.442585,,6/27/2016 16:14
1001261,Chickasha Farmers' Market,,https://www.facebook.com/ChickashaFarmersMarket,,,,Corner of 7th and Chickasha Avenue,Chickasha,Grady,Oklahoma,73018,05/02/2013 to 10/31/2013,Tue: 7:00 AM-12:00 PM;Thu: 4:00 PM-7:00 PM;Sat: 7:00 AM-12:00 PM;,,,,,,,-97.9441,35.0488,Local government building grounds,3/20/2014 9:48
1001263,Community Roots Market,http://www.peachlocal.com,,,,,4001 North Cook St,Spokane,Spokane,Washington,99207,,,,,,,,,-117.374,47.6938,,Apr 14 2010 10:34PM
1001264,Carthage Farm & Craft Farmers Market,http://www.carthage.ny.com,,,,,"Market Pavillion, Riverside Drive",Carthage,Jefferson,New York,,,,,,,,,,-75.6125,43.977,,2009
1001265,Waialua Farmers' Market,,,,,,Waialua Sugar Mill,Honolulu,Honolulu,Hawaii,96824,,,,,,,,,-158.126,21.574,,2009
1001266,French 500 Flea Market,,,,,,189 Jackson Pike,Gallipolis,Gallia,Ohio,45631,,,,,,,,,-82.2384,38.8443,,2009
1001268,Bladen County Farmers Market,,,,,,Highway 701 South,Elizabethtown,Bladen,North Carolina,28337,,,,,,,,,-78.7351,34.4178,,2009
1001269,L.A. Silverlake Farmers Market,http://www.farmernet.com,,,,,9700 Sunset Blvd.,Los Angeles,Los Angeles,California,90029,,,,,,,,,-118.282,34.0943,,2009
1001271,OHSU Farmers Market,http://www.ohsu.edu/farmersmarket,https://www.facebook.com/ohsufarmersmarket,https://twitter.com/OHSUfarmmarket,,,"Mailcode L338, 3181 SW Sam Jackson Park Rd",Portland,Multnomah,Oregon,97239,06/04/2013 to 10/15/2013,Tue: 11:00 AM-3:00 PM;,,,,,,,-122.687867,45.499429,Healthcare Institution,6/17/2013 16:35
1001272,Overland Farmer's Market 63114,http://www.overlandfarmersmarket.com,https://www.facebook.com/OverlandFarmersMarket?ref=br_tf,,,,2500 Woodson Road,Overland,St. Louis,Missouri,63114,05/10/2014 to 10/25/2014,Sun: 8:00 AM-12:30 PM;,,,,,,,-90.3618731,38.7024579,Local government building grounds,4/25/2014 8:51
1001274,Urban Growers Market,http://www.urban-growers-market.com,https://www.facebook.com/pages/The-Urban-Growers-Market/142574475792429,,,,2315 Main st.,Vancouver,Clark,Washington,98660,06/14/2013 to 09/27/2013,Fri: 4:00 PM-8:00 PM;,,,,,,,-122.6714,45.6385,Private business parking lot,6/10/2013 14:33
1001275,"Beaumont Hospital Royal Oak, Farmers Market",,,,,,3601 West Thirteen Mile Rd.,Royal Oak,Oakland,Michigan,48073,06/02/2016 to 10/06/2016,Thu: 8:00 AM-2:00 PM;,,,,,,,-83.19199,42.5139,,6/30/2016 15:09
1001278,Urbana Farmers Market,,https://www.facebook.com/pages/Urbana-Farmers-Market/136704663007574,,,,American Legion Pavilion,Urbana,Benton,Iowa,52345,05/25/2013 to 10/26/2013,Sat: 9:00 AM-11:00 AM;,11/08/2014 to 12/13/2014,Sat: 9:00 AM-11:00 AM;,,,,,-91.873646,42.223992,Other,4/1/2014 8:03
1001280,Shelby County Farmers Market,,https://www.facebook.com/pages/Shelby-County-Farmers-Market/,,,,Hwys 44 and 59,Harlan,Shelby,Iowa,51537,06/04/2016 to 10/29/2016,Wed: 3:30 PM-6:00 PM;Sat: 8:30 AM-12:00 PM;,,,,,,,-95.338551,41.645619,,7/19/2016 7:14
1001281,Mason Area Farmers Market,,https://www.facebook.com/groups/309799505821466/,,,,100 block East Maple at Jefferson (in street),Mason,Ingham,Michigan,48854,07/12/2014 to 10/04/2014,Sat: 9:00 AM-1:00 PM;,,,,,,,-84.4426,42.580168,Closed-off public street,4/1/2014 16:42
1001282,Farmers Market - Riceville,,,,,,203 West Main Street,Riceville,Mitchell,Iowa,50466,05/30/2015 to 09/12/2015,Sat: 9:00 AM-11:00 AM;,,,,,,,-92.5560624,43.3638272,,3/19/2015 16:39
1001283,St. Francis of the Fields Farmers Market,,,,,,6710 Wolf Pen Branch Road,Harrods Creek,Jefferson,Kentucky,40027,,,,,,,,,-85.6233,38.3218,,2009
1001284,Contoocook Farmers Market Winter,,https://www.FaceBook.com/contoocookFarmersMarket,,,,"Hopkinton Town Hall, 330 Main Street",Hopkinton,Merrimack,New Hampshire,3229,06/07/2014 to 10/25/2014,Sat: 9:00 AM-12:00 PM;,11/01/2014 to 05/30/2015,Sat: 10:00 AM-1:00 PM;,,,,,-71.672594,43.191131,Local government building grounds,5/16/2014 9:18
1001285,Hendersonville Curb Market,http://www.curbmarket.com,,,,,"Church St.(US 25 South), directly across from the old courthouse",Hendersonville,Henderson,North Carolina,,,,,,,,,,-82.461,35.3142,,2009
1001287,Wheeling Farmers Market I,,https://www.facebook.com/WheelingFarmersMarket,,,,1221 National Rd,Wheeling,Ohio,West Virginia,26003,06/01/2013 to 10/26/2013,Sat: 8:00 AM-12:00 PM;,,,,,,,-80.682717,40.073187,"Faith-based institution (e.g., church, mosque, synagogue, temple)",4/3/2014 14:52
1001290,Collinsville Farmers Market,http://www.collinsvillefarmersmarket.org,https://www.facebook.com/collinsvillefarmersmarket1,@CollinsvilleFM,,,Main St. and Route 179,Collinsville,Hartford,Connecticut,6019,06/28/2015 to 10/25/2015,Sun: 10:00 AM-1:00 PM;,,,,,,,-72.923264,41.810819,,3/24/2015 20:08
1001293,Ottawa Farmers Market,http://www.visitottawakansas.com/agritourism.php,,,,,Orscheln Parking Lot,Ottawa,Franklin,Kansas,66067,,,,,,,,,-95.2678,38.6156,,2009
1001294,Atascadero Main Street CFM,,,,,,Palma & Entrada,Atascadero,San Luis Obispo,California,93422,,,,,,,,,-120.669,35.4901,,2009
1001296,Fairport Farmers Market,http://www.fairportny.com,no,no,no,Village of Fairport website,58 South Main St.,Fairport,Monroe,New York,14450,05/02/2015 to 11/19/2016,Sat: 7:00 AM-12:00 PM;,,,,,,,-77.442818,43.099984,,6/28/2016 11:22
1001297,The GROVE Farmer's Market,,,,,,"1879 Glenwood Ave, SE",Atlanta,DeKalb,Georgia,30016,,,,,,,,,-84.325641,33.738869,"Faith-based institution (e.g., church, mosque, synagogue, temple)",6/27/2013 12:07
1001298,Edwards CO Farmers' Market,http://www.edwardsfarmersmarket.com,,,,,Edwards Corner,Edwards,Eagle,Colorado,81632,06/14/2014 to 09/13/2014,Sat: 9:00 AM-1:00 PM;,,,,,,,-106.594119,39.644032,Private business parking lot,4/18/2014 15:50
1001300,Algonquin Farmers Market,,,,,,Washington St & S Harrison St.,Algonquin,,Illinois,60102,,,,,,,,,-88.293,42.165,,2009
1001301,Downtown Middleton Farmers' Market,http://www.downtownmiddleton.com/farmers_market,,,,,Terrace Avenue,Middleton,Dane,Wisconsin,53562,05/07/2013 to 10/15/2013,Tue: 3:00 PM-6:30 PM;,,,,,,,-89.516386,43.094525,Local government building grounds,6/17/2013 20:26
1001302,Greenville Farm Market,http://www.greenvillemi.org,,,,,1325 W. Washington Street,Greenville,Montcalm,Michigan,48838,05/14/2013 to 10/15/2013,Tue: 8:00 AM-1:00 PM;Fri: 8:00 AM-1:00 PM;,,,,,,,-85.2707297,43.177291,Private business parking lot,4/22/2014 14:35
1001303,Historic City Farmers' Market,http://www.hagerstownmarket.org,https://www.facebook.com/historiccityfarmersmarket,,,,25 W. Church St.,Hagerstown,Washington,Maryland,21740,01/05/2013 to 12/28/2013,Sat: 5:00 AM-12:00 PM;,,,,,,,-77.719662,39.644619,Local government building grounds,6/28/2013 9:43
1001304,Market Faire on the Square,http://www.hagerstownmarket.org,https://www.facebook.com/historiccityfarmersmarket,,,,Public Square,Hagerstown,Washington,Maryland,21740,06/06/2013 to 09/12/2013,Thu: 10:00 AM-2:00 PM;,,,,,,,-77.7202753,39.6420483,Other,4/22/2014 12:17
1001306,Kootenai County Farmers Market I,http://www.kootenaicountyfarmersmarket.com,,,,,Corner of Hwy. 95 & Prairie Ave.,Hayden,Kootenai,Idaho,83835,,,,,,,,,-116.792,47.7444,,2009
1001307,Kootenai County Farmers Market II,http://www.kootenaicountyfarmersmarket.com,,,,,5th between Sherman and Front St.,Hayden,,Idaho,83835,,,,,,,,,-116.787,47.766,,2009
1001311,Oakland Millsmont Farmers Market,http://www.bayareafarmersmarkets.com,,,,,MacArthur at Seminary,San Rafael,Alameda,California,94901,,,,,,,,,-122.455,37.9367,,2009
1001312,Higganum  Farmers' Market,http://www.higganumvillagefarmersmarket.org,https://www.facebook.com/pages/Higganum-Village-Farmers-Market/122034221171750,https://twitter.com/CTAlcinea,,,231 Saybrook Road,Higganum,Middlesex,Connecticut,6441,05/30/2014 to 10/31/2014,Fri: 3:30 PM-6:30 PM;,,,,,,,-72.560406,41.496846,Local government building grounds,4/2/2014 10:10
1001313,Lodi Valley Farmers' Market,,https://www.facebook.com/LodiValleyFarmersMarket,,,,902 W Main St. (Hwy 113),Lodi,Columbia,Wisconsin,53555,04/26/2013 to 10/25/2013,Fri: 2:00 PM-6:00 PM;,,,,,,,-89.53785,43.32548,Private business parking lot,6/28/2013 3:06
1001314,Daniels Farmstead,http://www.danielsfarmstead.org,https://www.facebook.com/pages/Daniels-Farmstead-Farmers-Market/342201325857571,,,,286 Mendon St,Blackstone,Worcester,Massachusetts,1504,07/06/2014 to 10/05/2014,Sun: 11:00 AM-3:00 PM;,,,,,,,-71.5542,42.061,"On a farm from: a barn, a greenhouse, a tent, a stand, etc",3/31/2014 20:35
1001315,Gorham Farmers's Market,,,,,,270 Main Street,Gorham,Cumberland,Maine,,,,,,,,,,-70.4294,43.6852,,2009
1001316,Bemidji's Natural Choice Farmers Market,http://www.bemidjisnaturalfarmersmarket.com,http://www.facebook.com/bemidjisfarmersmarket,,,,Union Square Parking Lot--2nd Street & Paul Bunyan Drive,Bemidji,Beltrami,Minnesota,56601,05/28/2016 to 10/29/2016,Sat: 9:00 AM-1:00 PM;,,,,,,,-94.880609,47.469337,,6/27/2016 21:00
1001317,Deale Farmers' Market,,,,,,5965 Deale Churchton Road,Deale,Anne Arundel,Maryland,20751,07/03/2014 to 10/30/2014,Thu: 3:00 PM-6:00 PM;,,,,,,,-76.552691,38.78112,"Faith-based institution (e.g., church, mosque, synagogue, temple)",4/22/2014 12:20
1001318,CoronaCFM,http://www.myfarmersmarkets.com,https://www.facebook.com/coronafarmersmarket,,,,488 N. Main Street,Corona,Riverside,California,92878,01/01/2013 to 12/31/2013,Sat: 8:30 AM-12:30 PM;,,,,,,,-117.56526,33.886153,Private business parking lot,6/3/2014 13:02
1001319,Murrieta Certified Farmers' Market,http://www.myfarmersmarkets.com,https://www.facebook.com/murrietafarmersmarket,,,Facebook,Village Walk Way and Kalmia,Murrieta,Riverside,California,92562,01/01/2013 to 12/31/2013,Sun: 9:00 AM-1:00 PM;,,,,,,,-117.212105,33.566045,Private business parking lot,6/3/2014 13:00
1001320,Old Town Temecula CFM,http://www.myfarmersmarkets.com,https://www.facebook.com/oldtownfarmersmarket,,,,6th & Front Streets,Temecula,Riverside,California,92590,01/01/2013 to 12/31/2013,Sat: 8:00 AM-12:30 PM;,,,,,,,-117.151107,33.495965,Private business parking lot,6/3/2014 12:57
1001321,CFM at the Promenade Mall,http://www.myfarmersmarkets.com,Promenade Mall Farmers' Market,,,,40820 Winchester Road,Temecula,Riverside,California,92591,,Wed: 9:00 AM-1:00 PM;,,,,,,,-117.155106,33.523148,Private business parking lot,6/3/2014 12:54
1001322,Platteville Farmers Market I,,,,,,Platteville City Park (across from City Hal),Platteville,Grant,Wisconsin,53818,,,,,,,,,-90.4815,42.7395,,2009
1001323,Calhoun County Farmers Market,,,,,,On the east side of the Courthouse Square,Rockwell City,Calhoun,Iowa,50579,,,,,,,,,-94.6342,42.3947,,May 11 2010  3:16PM
1001325,Bath County Farmers' Market,,,,,,2914 East Highway 60,Owingsville,Bath,Kentucky,40360,06/21/2013 to 10/31/2013,Tue: 8:00 AM-5:00 PM;Fri: 8:00 AM-5:00 PM;Sat: 8:00 AM-5:00 PM;,,,,,,,-83.720326,38.138877,Educational institution,6/18/2013 14:32
1001326,Brownsville Farmers Market,http://www.brownsvillefarmersmarket.net,,,,,16822 Willow Glen Road,Brownsville,Yuba,California,95919,06/14/2014 to 09/06/2014,Sat: 9:00 AM-12:00 PM;,,,,,,,-121.283162,39.457104,Other,5/24/2014 18:51
1001329,Community Farmers Market of Boynton Beach,http://www.communityfarmersmarketsofsouthflorida.com,,,,,"Boynton Beach Blvd, at A1A",Boynton Beach,Palm Beach,Florida,33435,January to December,Sat:9:00 AM - 2:00 PM;,,,,,,,-80.057952,26.528433,Local government building grounds,5/17/2012 8:39
